iter	MultiClass
299	0.6166151347
300	0.616314537
301	0.6159948531
302	0.6158912465
303	0.6157000455
304	0.6155694093
305	0.6153918599
306	0.6153027466
307	0.6150504811
308	0.6149536712
309	0.6147998855
310	0.6145183489
311	0.6144105274
312	0.6142926852
313	0.6139429598
314	0.6135372826
315	0.6134247478
316	0.6132195153
317	0.612917854
318	0.612790821
319	0.6125193683
320	0.6123798132
321	0.6121327294
322	0.6120005223
323	0.611831608
324	0.6115737734
325	0.6114824012
326	0.6113346984
327	0.6109703746
328	0.6106848881
329	0.6104752138
330	0.6102044477
331	0.6100145758
332	0.6098360625
333	0.6096389396
334	0.6093169407
335	0.6090194302
336	0.6087678971
337	0.6086912912
338	0.6085408151
339	0.6083126304
340	0.6081460903
341	0.6079800734
342	0.607797898
343	0.6074504293
344	0.6070939631
345	0.606909871
346	0.6066705676
347	0.6064330144
348	0.6063110043
349	0.6062263725
350	0.6060603483
351	0.6056587679
352	0.6055131658
353	0.6053241794
354	0.6051468372
355	0.6047863732
356	0.6045942144
357	0.6043618377
358	0.6041701865
359	0.603922662
360	0.603809588
361	0.6036483852
362	0.6035489691
363	0.6034571546
364	0.6033523758
365	0.6031208385
366	0.6030229178
367	0.6027640136
368	0.6024340838
369	0.6022991817
370	0.6020881523
371	0.6018786842
372	0.6018070301
373	0.6016960132
374	0.6015755831
375	0.6014178401
376	0.6012790034
377	0.6011639064
378	0.6009430435
379	0.6007405762
380	0.6004904928
381	0.600165356
382	0.6000532205
383	0.5998210467
384	0.5996210846
385	0.5994379873
386	0.5993510118
387	0.5992200465
388	0.5990355803
389	0.5988055783
390	0.5984768001
391	0.5982810051
392	0.5981393869
393	0.5978107594
394	0.5973374545
395	0.5971716346
396	0.5970262485
397	0.5968918293
398	0.5967194853
399	0.5965114607
400	0.5963059174
401	0.5961697788
402	0.5959552849
403	0.595545571
404	0.5952949587
405	0.5952244474
406	0.5950624475
407	0.5948935554
408	0.5948147388
409	0.5946195453
410	0.5944176446
411	0.594186057
412	0.5939574273
413	0.5938137181
414	0.5936293375
415	0.5935644609
416	0.5931751552
417	0.5930294535
418	0.5929077993
419	0.5926316819
420	0.5923986225
421	0.5922222251
422	0.5921062395
423	0.5919085385
424	0.5916741994
425	0.5914898238
426	0.5913035268
427	0.5911978021
428	0.5910719222
429	0.5908379263
430	0.5907531763
431	0.5905230251
432	0.5903715619
433	0.5902449292
434	0.5900634621
435	0.5898989027
436	0.5898215288
437	0.5895242135
438	0.5893063969
439	0.589061547
440	0.588849926
441	0.5885391068
442	0.5884448291
443	0.5881128083
444	0.5877866464
445	0.5876875199
446	0.5874554445
447	0.5872849287
448	0.5872086347
449	0.5870359974
450	0.5869578544
451	0.5868409696
452	0.5864501124
453	0.5862219973
454	0.5859021037
455	0.5856733071
456	0.5854464635
457	0.5852282739
458	0.5850637207
459	0.5848622411
460	0.5845815898
461	0.5843217266
462	0.584039978
463	0.5838590171
464	0.5836734695
465	0.5835814789
466	0.5834489483
467	0.5832260794
468	0.5831381818
469	0.5830747602
470	0.5828753231
471	0.5828050084
472	0.5825471296
473	0.5823818621
474	0.582238729
475	0.5820011931
476	0.5819355103
477	0.5816866089
478	0.5815911119
479	0.5813113864
480	0.5809639059
481	0.5806648454
482	0.5805144055
483	0.5801966674
484	0.5800897586
485	0.5799729481
486	0.5797939553
487	0.5796621976
488	0.5794532939
489	0.579267603
490	0.5791048737
491	0.5789464097
492	0.578771433
493	0.57862013
494	0.5784314152
495	0.5782248028
496	0.5780253287
497	0.5778397034
498	0.5775727769
499	0.5774117071
500	0.5773184913
501	0.5771117714
502	0.5769485925
503	0.5768551047
504	0.5767424911
505	0.5765787639
506	0.5763894128
507	0.5762602234
508	0.5760295266
509	0.5759353484
510	0.5758435539
511	0.5756360133
512	0.5755150943
513	0.5753564679
514	0.5751758473
515	0.5749771869
516	0.5747669271
517	0.5745148328
518	0.574398761
519	0.5742572943
520	0.5739613994
521	0.5738503138
522	0.573738659
523	0.5736863951
524	0.5735521265
525	0.5733897352
526	0.5731719624
527	0.5729588191
528	0.5726622129
529	0.5725741091
530	0.5723694867
531	0.5723087733
532	0.5720138616
533	0.5718877462
534	0.5718248379
535	0.571712255
536	0.571397075
537	0.5712162242
538	0.5711031469
539	0.5708922077
540	0.5707227168
541	0.5704838765
542	0.5703882837
543	0.5701626494
544	0.5698194346
545	0.5695448237
546	0.5694145195
547	0.5692487042
548	0.5691014759
549	0.5689505243
550	0.5687389929
551	0.5685512339
552	0.568367303
553	0.5682662606
554	0.5680582981
555	0.5679013328
556	0.5678038093
557	0.5676613095
558	0.5674295019
559	0.5673013804
560	0.5670972715
561	0.5669990909
562	0.5669145852
563	0.5667878812
564	0.5667227033
565	0.5666311789
566	0.5665605858
567	0.566484105
568	0.5663766699
569	0.5662492464
570	0.5661866757
571	0.5660660881
572	0.5658724348
573	0.5656781585
574	0.5655049756
575	0.5653527497
576	0.5652170892
577	0.565091581
578	0.5649592419
579	0.5647756702
580	0.5645549905
581	0.5644249643
582	0.564345121
583	0.5642347308
584	0.5641356819
585	0.5639564754
586	0.5638119109
587	0.5636395161
588	0.5634207789
589	0.5633092826
590	0.5631469059
591	0.5629992038
592	0.5627520059
593	0.5626670063
594	0.5625882401
595	0.5624682833
596	0.5623675198
597	0.5622837389
598	0.5621547607
599	0.56184747
600	0.561778406
601	0.5616573648
602	0.5613691324
603	0.5612784865
604	0.5611650803
605	0.5610167233
606	0.5609177705
607	0.5607561447
608	0.5606083358
609	0.5603446366
610	0.5599787636
611	0.5599068428
612	0.5597339423
613	0.5596796772
614	0.5596021439
615	0.5594197327
616	0.5593212621
617	0.559204197
618	0.5591142248
619	0.5588974102
620	0.5587623743
621	0.5586122984
622	0.5583218099
623	0.5582049794
624	0.5581107731
625	0.5579484135
626	0.5578474892
627	0.5577008573
628	0.5575362433
629	0.5573376642
630	0.5572448841
631	0.5571170235
632	0.5569506732
633	0.5566862605
634	0.5565978115
635	0.5565062002
636	0.5564357823
637	0.5563661577
638	0.5562283974
639	0.5560841948
640	0.5559258484
641	0.5556301373
642	0.5554073933
643	0.5552473776
644	0.5551016045
645	0.5549301736
646	0.5548073369
647	0.5546711408
648	0.5544988709
649	0.5542986989
650	0.5541112005
651	0.5539357274
652	0.5536869343
653	0.5535976044
654	0.553519683
655	0.5533943084
656	0.5532135006
657	0.553071777
658	0.5529836233
659	0.5529288335
660	0.5527886787
661	0.5525749944
662	0.5524930037
663	0.5523596751
664	0.5521441322
665	0.5519862988
666	0.5518893453
667	0.5516886456
668	0.5514269418
669	0.5513640601
670	0.5511449522
671	0.5509897731
672	0.5508496
673	0.5506592527
674	0.5504268657
675	0.5501667369
676	0.5500000134
677	0.5497846203
678	0.5495838761
679	0.5494619032
680	0.5493251487
681	0.5491370515
682	0.5490511663
683	0.5488848452
684	0.5488159048
685	0.5487162182
686	0.5486342501
687	0.5483748837
688	0.5482505283
689	0.548177484
690	0.5479946048
691	0.5478922722
692	0.5477972174
693	0.5477114232
694	0.5476596782
695	0.5475560343
696	0.547437508
697	0.547323332
698	0.5472041934
699	0.5469398512
700	0.5468313673
701	0.5466527463
702	0.5464956032
703	0.5463287812
704	0.5462184767
705	0.5459882891
706	0.5458909896
707	0.54558625
708	0.5454360991
709	0.5453743464
710	0.5453034298
711	0.5451035384
712	0.544934694
713	0.5446658425
714	0.5445066979
715	0.5444204036
716	0.5443119997
717	0.5442294908
718	0.5440102091
719	0.5438425571
720	0.5436994298
721	0.5436080946
722	0.5435224288
723	0.5433479006
724	0.5432439684
725	0.5431486493
726	0.5430451707
727	0.5429612283
728	0.5428219077
729	0.5427323426
730	0.5425219475
731	0.5424243379
732	0.5423176025
733	0.5421146111
734	0.5419720892
735	0.5418987352
736	0.5418202697
737	0.5415939889
738	0.5413842475
739	0.5411877368
740	0.5409224971
741	0.5408709106
742	0.5408174503
743	0.5407673307
744	0.5406859201
745	0.5405669265
746	0.5403160968
747	0.5401974225
748	0.5400241123
749	0.5397535215
750	0.5396196208
751	0.5394623931
752	0.5394170551
753	0.5393103046
754	0.5391073601
755	0.5390011617
756	0.5388778267
757	0.538747738
758	0.53853794
759	0.53843071
760	0.538254961
761	0.538123984
762	0.5379419712
763	0.5378223289
764	0.5375962202
765	0.5375165746
766	0.5373207126
767	0.5371376591
768	0.5368854611
769	0.5366931466
770	0.5366144316
771	0.5364423745
772	0.5363372811
773	0.5362337352
774	0.5361013941
775	0.5359654507
776	0.5359196896
777	0.5357151141
778	0.5356292236
779	0.5354807414
780	0.5353648658
781	0.5352113745
782	0.5350805028
783	0.5349383241
784	0.5347767638
785	0.5347160449
786	0.5345541609
787	0.5344408053
788	0.5343203854
789	0.5341979361
790	0.5340432358
791	0.5339742545
792	0.533794275
793	0.5336928034
794	0.5336234016
795	0.5335203284
796	0.5334090847
797	0.5332354329
798	0.5330429896
799	0.5328901306
800	0.5327284429
801	0.5326350745
802	0.532555148
803	0.5323698178
804	0.5323103549
805	0.5321034127
806	0.5320321029
807	0.5319180865
808	0.5318055976
809	0.5316473304
810	0.5315927753
811	0.5314225046
812	0.5312320434
813	0.5310992383
814	0.5309067185
815	0.5308536227
816	0.5305910709
817	0.5303706737
818	0.5303346157
819	0.5302738013
820	0.5301575236
821	0.5299584015
822	0.5297808611
823	0.5297237482
824	0.5295913647
825	0.5293885566
826	0.529220182
827	0.5291719556
828	0.5290790304
829	0.5289398991
830	0.528753674
831	0.5286470986
832	0.5285444684
833	0.5284731364
834	0.5283929777
835	0.5282831998
836	0.5281924598
837	0.528111758
838	0.5278830945
839	0.5278142201
840	0.5277047875
841	0.5276093483
842	0.527436936
843	0.5272938523
844	0.5271692676
845	0.526888087
846	0.5266983541
847	0.5266279284
848	0.5264899681
849	0.5264195115
850	0.5262721754
851	0.5262135422
852	0.5261502241
853	0.5260505202
854	0.5259648425
855	0.5258832573
856	0.5257837467
857	0.5257146772
858	0.5256425069
859	0.5254582706
860	0.5253157211
861	0.5251791743
862	0.5249693473
863	0.5249170993
864	0.5248478713
865	0.524785262
866	0.5247456116
867	0.524580607
868	0.5245019462
869	0.5242882508
870	0.5241609167
871	0.524018532
872	0.5239258642
873	0.5237833271
874	0.5236627778
875	0.5235476498
876	0.5234633368
877	0.5234140573
878	0.5232627032
879	0.5231234261
880	0.5229885234
881	0.5229164599
882	0.5228453782
883	0.5227341012
884	0.5226594948
885	0.5225855594
886	0.5224513659
887	0.5223933498
888	0.522365904
889	0.5221662657
890	0.5221026479
891	0.5218774975
892	0.5216891669
893	0.5216193855
894	0.5215466243
895	0.5214636031
896	0.5214233069
897	0.5213366773
898	0.5212848027
899	0.5211575191
900	0.521044672
901	0.5209229996
902	0.5208486078
903	0.5206888943
904	0.5205698836
905	0.5204914858
906	0.520260559
907	0.5201214909
908	0.5199641576
909	0.5198574855
910	0.5197661186
911	0.5196440074
912	0.5194855791
913	0.5194098469
914	0.519321018
915	0.51915967
916	0.5191010983
917	0.5189792714
918	0.5189278319
919	0.5188491929
920	0.5187360442
921	0.5186116398
922	0.5185042818
923	0.5184576129
924	0.5181990116
925	0.5180738553
926	0.5180374561
927	0.5179402211
928	0.5178305793
929	0.5177594549
930	0.5175853943
931	0.5174731196
932	0.5174035838
933	0.5173155007
934	0.5172473589
935	0.5170777491
936	0.5169440851
937	0.5168436762
938	0.5166660231
939	0.5165630193
940	0.5164042024
941	0.516337389
942	0.5161196518
943	0.5159660709
944	0.515837777
945	0.5156789928
946	0.5154979044
947	0.5153953948
948	0.5153439173
949	0.5152548914
950	0.5151710974
951	0.515012746
952	0.514795177
953	0.5147319614
954	0.514643493
955	0.5145170351
956	0.5144219904
957	0.5143145465
958	0.514166303
959	0.5140424437
960	0.5138871079
961	0.5137431797
962	0.5135975441
963	0.5135387878
964	0.5134371617
965	0.5133346781
966	0.5132049382
967	0.5131404983
968	0.5129438603
969	0.5128818444
970	0.5127604872
971	0.5126889646
972	0.5126079335
973	0.5124774695
974	0.5124171336
975	0.5122324898
976	0.5121193337
977	0.5120481004
978	0.5118447413
979	0.5117854321
980	0.5116541477
981	0.5115887813
982	0.5114963572
983	0.5114653481
984	0.5114242144
985	0.5112570296
986	0.5110575548
987	0.5108849448
988	0.5107861051
989	0.5106400558
990	0.5104538848
991	0.5103392448
992	0.5101600026
993	0.5100840037
994	0.5100255293
995	0.5099884919
996	0.5098929191
997	0.5098242101
998	0.5096376848
999	0.5095834876
